2	0.000121159	0.911209	0.000898935	-1.74548
1.99	0.000115692	0.914579	0.00089963	-1.75278
1.98	0.000104656	0.917737	0.000866787	-1.75971
1.97	0.000100163	0.920605	0.000825923	-1.76672
1.96	9.6132e-05	0.923202	0.000800215	-1.77306
1.95	8.7784e-05	0.92621	0.000774296	-1.77968
1.94	8.28228e-05	0.928794	0.000756637	-1.78591
1.93	7.61657e-05	0.931339	0.000723169	-1.79208
1.92	7.26698e-05	0.933519	0.000710361	-1.79745
1.91	6.79112e-05	0.935993	0.000681453	-1.80376
1.9	6.56611e-05	0.938408	0.000661997	-1.8097
1.89	6.14982e-05	0.940395	0.000645976	-1.81487
1.88	5.76003e-05	0.94266	0.000622831	-1.82063
1.87	5.66355e-05	0.944612	0.00060747	-1.82587
1.86	5.25232e-05	0.946516	0.00058601	-1.83089
1.85	5.09726e-05	0.948228	0.000578458	-1.83579
1.84	4.88106e-05	0.950361	0.000562957	-1.84128
1.83	4.61145e-05	0.951821	0.000546032	-1.84541
1.82	4.30091e-05	0.953675	0.000521126	-1.85029
1.81	4.18663e-05	0.955323	0.000511608	-1.85483
1.8	3.97994e-05	0.956989	0.00049814	-1.85975
1.79	3.85442e-05	0.958342	0.000482335	-1.86368
1.78	3.53485e-05	0.959846	0.000461283	-1.86776
1.77	3.4432e-05	0.961331	0.000453517	-1.8721
1.76	3.22582e-05	0.962757	0.000432983	-1.87615
1.75	3.19232e-05	0.96406	0.00043278	-1.88005
1.74	2.99853e-05	0.96531	0.000412712	-1.88359
1.73	2.91975e-05	0.966588	0.000404363	-1.88764
1.72	2.75765e-05	0.967829	0.000384635	-1.89125
1.71	2.62757e-05	0.968946	0.000377186	-1.89472
1.7	2.49611e-05	0.970169	0.000356546	-1.89847
1.69	2.40789e-05	0.971142	0.000349434	-1.90137
1.68	2.34204e-05	0.972316	0.000343465	-1.90506
1.67	2.21997e-05	0.97327	0.000328993	-1.908
1.66	2.14451e-05	0.974409	0.000315129	-1.91161
1.65	1.99462e-05	0.975301	0.000301873	-1.91433
